FirstName,LastName,BuildingNumber,StreetName,StreetType,City,Postcode,State,Ethnicity,AccountAge,MonthlyCharges,TotalCharges,SubscriptionType,PaymentMethod,PaperlessBilling,ContentType,MultiDeviceAccess,DeviceRegistered,ViewingHoursPerWeek,AverageViewingDuration,ContentDownloadsPerMonth,GenrePreference,UserRating,SupportTicketsPerMonth,Gender,WatchlistSize,ParentalControl,SubtitlesEnabled,CustomerID,Churn,Cohort
Anel,Estrada,4338,Julia Passage,Fords,West Maria,11702.0,DE,hispanic,47,18.60503575823741,874.4366806371582,Basic,Mailed check,No,TV Shows,No,Mobile,26.038227195200022,88.74115806653788,29,Action,2.426359150495503,3,Male,10,No,Yes,TQ839ANJNY,0,1-2-11702.0
Tiffany,Davis,61183,Huynh Valleys,Meadows,East Kyle,24902.0,TN,white,17,6.487807317354408,110.29272439502492,Basic,Electronic check,No,Movies,No,Tablet,6.263403660315035,178.6754440426965,26,Sci-Fi,2.4881140810933875,5,Female,21,No,No,BEHRE4ADRB,0,0-3-24902.0
Mark,Wolfe,557,Anderson Streets,Route,Port Veronica,30365.0,MH,white,102,14.500751663218104,1479.0766696482467,Premium,Credit card,No,TV Shows,Yes,TV,33.080458934045886,12.407937308038004,10,Sci-Fi,3.336710473487027,5,Male,24,No,Yes,9J2WF0F2JA,0,1-3-30365.0
Olivia,Smith-Webb,88361,Beverly Park,Manors,East Matthewside,37495.0,CA,white,8,12.312631392404572,98.50105113923658,Premium,Electronic check,No,Both,No,TV,13.27665598462576,32.455849102387695,34,Drama,3.062146326686309,9,Female,1,No,No,3FJE6IKMR6,0,0-3-37495.0
Kelly,Parker,91997,Davis Oval,Trail,Port George,28994.0,VA,white,87,17.40836406032354,1514.527673248148,Standard,Bank transfer,No,TV Shows,Yes,TV,35.05285512407481,101.89045366580253,16,Drama,1.0270043587147009,1,Male,22,Yes,Yes,NODJVM52VF,0,1-3-28994.0
María,Dulce,25257,Walker Junction,Field,Schmittberg,7981.0,MA,white,119,13.08286625631828,1556.8610845018754,Standard,Credit card,Yes,TV Shows,No,Mobile,24.58318188205648,39.245887091021295,6,Comedy,3.0479766046188765,6,Male,4,Yes,Yes,E3NXVXVIQK,0,1-3-7981.0
Deanna,King,5015,Clark Extension,Greens,South Terrenceshire,22568.0,NJ,white,27,16.196886058613078,437.3159235825531,Premium,Mailed check,No,Movies,Yes,Mobile,25.6466848476676,176.04605217136975,6,Action,1.305686667362556,6,Female,6,Yes,No,BW5K0IYEEV,1,0-3-22568.0
Amanda,Williams,82102,Jenkins Islands,Street,North Brian,11141.0,IA,black,92,14.400304846813452,1324.8280459068378,Standard,Credit card,Yes,Movies,Yes,Tablet,6.477539520628603,102.60094953239629,6,Action,4.344144786783495,1,Male,11,Yes,No,0FN24C64LH,0,1-1-11141.0
Graham,Young,567,Torres Trace,Land,North Evelyn,85831.0,OR,white,15,6.689056770918375,100.33585156377563,Standard,Bank transfer,Yes,TV Shows,No,Mobile,23.721429467581768,72.90730859220231,49,Drama,2.7516174647857867,9,Female,2,Yes,Yes,MNA6L5DS1T,0,0-3-85831.0
Andrew,Jones,729,Thompson Path,Passage,Danielmouth,91851.0,VA,white,82,5.910032132284492,484.6226348473284,Premium,Credit card,No,Movies,Yes,Mobile,1.3016480384809177,44.05889791264853,41,Action,2.2607516752222847,3,Male,10,No,No,134BEQPGXQ,0,1-3-91851.0
Yolanda,Guillen,5683,Watts Oval,Bridge,Port Tracyport,36192.0,IA,hispanic,69,14.496483829103395,1000.2573842081342,Premium,Electronic check,Yes,TV Shows,No,Tablet,22.06040570334992,104.15909239327756,41,Comedy,3.9690576954920367,6,Female,21,Yes,No,XN13JOV8PQ,0,0-2-36192.0
Lori,Thomas,527,Maldonado Coves,Island,Port Johnbury,77607.0,AZ,white,19,8.565491741674444,162.74434309181444,Standard,Credit card,No,Both,No,Mobile,33.24965729524676,178.79876376340624,1,Action,4.86692811360181,0,Female,10,No,No,URCDW176MP,0,0-3-77607.0
Patrick,Roberts,7676,Jerry Mission,Junctions,Harmonmouth,43106.0,KY,white,13,6.72134177268221,87.37744304486873,Standard,Electronic check,Yes,TV Shows,No,Tablet,7.634736507254018,22.920214565292024,43,Action,4.319712565468464,1,Male,19,Yes,No,T75KN64S4J,0,1-3-43106.0
Robin,Ford,797,Andrew Dale,Orchard,Port Nicole,67096.0,MS,white,13,8.372895509403248,108.84764162224222,Standard,Credit card,No,TV Shows,Yes,Mobile,27.07551666840873,50.40190117507532,41,Sci-Fi,4.759721531846707,8,Male,21,Yes,No,3HPHFU7IOZ,0,1-3-67096.0
Adam,Walter,7683,Sierra Ridges,Ramp,West Jennifer,49485.0,PR,white,107,19.98798838256166,2138.7147569340977,Basic,Electronic check,No,TV Shows,No,Tablet,4.071158285747202,71.37297513092744,25,Comedy,2.227766427127214,1,Female,8,Yes,No,C164VE5LLE,0,0-3-49485.0
George,Cooper,5446,Berg Vista,Brooks,Ellisonshire,54147.0,ME,white,100,13.902293264946817,1390.2293264946816,Premium,Bank transfer,No,TV Shows,Yes,TV,25.015394528147976,126.85353459767926,33,Sci-Fi,4.749887987882721,8,Female,17,Yes,Yes,4HYHVM5AHW,0,0-3-54147.0
Sherry,Schwartz,9088,Elizabeth Island,Forest,FPO AA 03078,,,white,70,11.418714590170527,799.3100213119369,Standard,Mailed check,Yes,Both,No,Computer,24.5790759235124,169.37897080034432,25,Sci-Fi,3.6477626476141607,1,Female,23,Yes,No,73TY3TJFER,0,0-3-nan
David,Le,892,Haley Loaf,Stream,Laurenfort,50235.0,MO,asian,9,10.431036579614693,93.87932921653224,Basic,Credit card,Yes,TV Shows,Yes,Tablet,26.25640641139527,109.29725492888092,3,Sci-Fi,2.3590279015509363,0,Male,5,No,No,YB4DESJ3NH,0,1-0-50235.0
Diane,Simmons,48390,Clark Turnpike,Ports,New Jessicashire,37383.0,MO,white,4,9.473925706091402,37.89570282436561,Standard,Mailed check,No,Both,No,TV,32.11515950543776,122.73894967838103,20,Sci-Fi,3.413330929889588,3,Male,22,Yes,Yes,41SOBXXJJC,0,1-3-37383.0
William,Lamb,5823,Byrd Springs,Lakes,Port Christopher,98188.0,MN,white,49,8.312354502906857,407.305370642436,Premium,Bank transfer,No,Movies,Yes,TV,34.712558647652784,36.75091955708777,36,Fantasy,4.163934000499629,8,Male,0,No,Yes,TD11DUGQC8,0,1-3-98188.0
