FirstName,LastName,BuildingNumber,StreetName,StreetType,City,Postcode,State,Ethnicity,AccountAge,MonthlyCharges,TotalCharges,SubscriptionType,PaymentMethod,PaperlessBilling,ContentType,MultiDeviceAccess,DeviceRegistered,ViewingHoursPerWeek,AverageViewingDuration,ContentDownloadsPerMonth,GenrePreference,UserRating,SupportTicketsPerMonth,Gender,WatchlistSize,ParentalControl,SubtitlesEnabled,CustomerID,Churn,Cohort
Dr,Joanne,78407,Robert Port,Prairie,Trujilloton,53745.0,MH,white,24,12.779284684310676,306.70283242345624,Premium,Electronic check,No,TV Shows,Yes,TV,6.829956872661218,138.3757757195964,18,Fantasy,2.726894552248987,6,Male,16,No,No,AOUOY4IW12,0,1-3-53745.0
Kevin,Ross,1422,Hernandez Track,Springs,Hernandezland,86174.0,LA,white,21,13.101909770452371,275.1401051794998,Premium,Electronic check,No,TV Shows,No,Mobile,25.960302729531136,67.55715163911279,49,Drama,3.705760550404321,7,Male,10,No,No,QNJ2RK63VQ,0,1-3-86174.0
Anthony,Ortiz,112,Charles Mount,Pine,North Robert,25538.0,PW,hispanic,37,17.588799815328784,650.785593167165,Basic,Credit card,No,TV Shows,No,Computer,9.83733047620458,41.52541743993572,15,Fantasy,4.821064828768412,5,Female,0,Yes,Yes,X5V2QRLEM7,0,0-2-25538.0
Michèle,Veilleux,2510,Melton Courts,Divide,Hallburgh,53299.0,MA,white,28,18.836899577063623,527.4331881577815,Premium,Electronic check,Yes,TV Shows,No,TV,16.72930895972857,25.329821114349723,7,Sci-Fi,3.552792695281325,4,Male,13,Yes,Yes,RNADD4EFY4,1,1-3-53299.0
Alexander,Maddox,956,Hall Ports,Tunnel,APO AP 99767,,,white,71,12.696250241716218,901.4337671618516,Basic,Mailed check,No,Both,Yes,Tablet,19.948928180835303,77.87365812125174,43,Comedy,4.010168789498495,7,Male,0,Yes,No,1ZZPS6K42I,0,1-3-nan
Carla,Naccari,27223,Munoz Cliff,Highway,Langhaven,40225.0,MN,white,70,15.855263922661695,1109.8684745863186,Premium,Credit card,Yes,Movies,Yes,Computer,3.274664121696434,67.02547538501096,43,Sci-Fi,2.0240671935561365,0,Male,11,No,No,3HBYIZHTNG,0,1-3-40225.0
Karen,Fleming,606,Jeremy Ferry,Drives,APO AE 59251,,,white,109,8.313558288101742,906.17785340309,Standard,Credit card,No,Movies,Yes,Tablet,17.028526307331568,6.157081854280742,37,Comedy,2.635757767995528,4,Female,3,Yes,Yes,OFN0XJ12TU,0,0-3-nan
Stacey,Alvarado,747,Ashley Isle,Fall,Christopherview,80816.0,AS,hispanic,91,13.482266337528632,1226.8862367151055,Premium,Bank transfer,Yes,TV Shows,No,Computer,36.99172589642287,156.16820569450408,35,Sci-Fi,4.814814371500104,8,Male,6,No,No,5ZPEFOJ0GI,0,1-2-80816.0
Hailey,Christensen,24364,Goodman Neck,Gateway,Mullinsfort,52452.0,AS,white,53,5.853394414398638,310.2299039631278,Premium,Bank transfer,No,Movies,Yes,Mobile,14.22257028181258,167.88552017255,38,Comedy,1.037892063626066,6,Male,11,Yes,Yes,VQTTZ124YU,0,1-3-52452.0
Vincent,Simmons,79738,Samantha Heights,Village,Smithstad,31713.0,FL,white,71,5.084423904802613,360.9940972409855,Standard,Electronic check,No,Movies,No,Mobile,8.174093809914606,70.25383064222262,25,Fantasy,1.2465992161682706,2,Female,14,Yes,Yes,NRLC9JJS9S,0,0-3-31713.0
Brittany,Evans,92628,Little Crossroad,Squares,East Kevinfort,30675.0,WV,white,2,12.09197215278775,24.1839443055755,Standard,Electronic check,No,Movies,Yes,Tablet,28.66042048641731,55.81499338892313,33,Drama,1.7569624756122364,9,Male,15,Yes,Yes,561853BAUK,1,1-3-30675.0
Jason,Bridges,84637,Meyer Garden,Ports,Mossberg,24510.0,FL,white,93,19.709969578264754,1833.027170778622,Basic,Mailed check,Yes,Both,Yes,Mobile,4.646965342031754,42.74761709406181,7,Fantasy,3.772680295311718,9,Female,22,No,No,X5GR3ECW1P,1,0-3-24510.0
Sara,Hopkins,5136,Powell Flats,Passage,Port Rebekah,54936.0,OH,white,22,19.795870777755283,435.5091571106162,Basic,Bank transfer,Yes,TV Shows,Yes,Mobile,20.05705908249186,94.34181529846092,24,Drama,4.085226108038338,5,Female,6,No,Yes,9NZE6UZCBO,0,0-3-54936.0
Kevin,Sanchez,187,Moyer Tunnel,Island,Richardfort,52141.0,NY,hispanic,59,6.844107306647031,403.8023310921748,Basic,Mailed check,Yes,Movies,No,Computer,5.847326533077637,168.0981846274559,5,Sci-Fi,4.039573725802367,0,Male,6,Yes,Yes,0P1GLONU2I,0,1-2-52141.0
Heather,Williams,8764,Gonzalez Haven,Fall,DPO AP 65251,,,black,24,8.3543833086886,200.5051994085264,Premium,Credit card,No,Both,Yes,Mobile,37.53347466820297,164.28680433823862,16,Drama,1.6245710309045376,7,Female,8,Yes,Yes,9HEBVDX1U6,0,0-1-nan
Victor,Johnson,2414,Walker Loaf,Estate,Wangborough,64691.0,OR,white,46,18.44803893400396,848.609790964182,Premium,Electronic check,No,Both,Yes,TV,17.073765792960653,113.3198001115579,34,Sci-Fi,2.716987529532053,5,Male,7,No,Yes,9Q7J1XJY7D,0,1-3-64691.0
Sarah,Flowers,287,Turner Shore,Parks,North Brittany,10643.0,CO,white,104,17.547398012822974,1824.929393333589,Basic,Credit card,Yes,TV Shows,No,TV,24.45192182812459,67.44026090352051,39,Sci-Fi,4.21153308460462,6,Female,15,Yes,Yes,48AXFEOCEB,0,0-3-10643.0
Matthew,Curry,316,Hunt Shore,Bypass,North Emma,29357.0,ID,white,93,17.445885406089822,1622.467342766353,Premium,Electronic check,No,Both,Yes,Tablet,19.29999579657624,119.55794766371888,12,Drama,4.307674165792294,2,Male,12,Yes,No,QRWHZR7C35,0,1-3-29357.0
Laura,Torres,983,Hull Hills,Forge,North Juliahaven,14436.0,AR,hispanic,61,11.537490404140438,703.7869146525668,Premium,Bank transfer,Yes,Both,Yes,Tablet,39.00474312594663,176.35778644718602,38,Comedy,2.766751334326153,6,Female,9,Yes,Yes,5XQK32HUPK,0,0-2-14436.0
Michael,Reynolds,1685,David Circles,Land,Kevinville,53900.0,KS,white,9,7.479184629945282,67.31266166950753,Standard,Bank transfer,Yes,Both,No,Tablet,25.170579333245136,121.78624822781822,20,Comedy,2.058011062395197,4,Male,18,No,No,9C6IVBS957,0,1-3-53900.0
Christina,Higgins,16,Lopez Forest,Inlet,East Matthew,74206.0,MO,white,7,16.92550455953401,118.47853191673806,Basic,Credit card,Yes,Both,Yes,Computer,19.63342649160284,161.24719737377902,48,Action,1.1674705437130823,6,Male,16,Yes,No,7A7YXJJK2Q,0,1-3-74206.0
Mark,Lowe,811,Murray Estates,Valleys,Lake Thomasburgh,59320.0,DE,white,91,6.192712339684425,563.5368229112827,Standard,Bank transfer,No,Both,No,Tablet,25.8585769694712,74.97035834423887,6,Action,2.974637688636688,7,Female,4,No,Yes,3KC4Y2K0CE,0,0-3-59320.0
Melanie,Fuller,6476,Patty Vista,Circle,South Stephanie,22865.0,NV,white,8,16.233935135456484,129.87148108365187,Premium,Bank transfer,No,Both,Yes,Computer,8.8859519966386,83.85110807720115,45,Sci-Fi,1.3469741541218077,0,Male,2,No,No,BRKHF507Z2,0,1-3-22865.0
Steven,Gillespie,245,Alexander Field,Forks,Lukefort,69125.0,LA,white,52,17.509577808590738,910.4980460467184,Standard,Bank transfer,No,TV Shows,Yes,Tablet,35.5199319399668,133.73587440894676,23,Fantasy,4.564406445403552,8,Female,7,No,No,C9MQICNIHA,0,0-3-69125.0
Dr.,Anna,31420,Amy Track,Overpass,West Jodi,23391.0,AS,white,109,9.920392292120535,1081.3227598411383,Basic,Bank transfer,Yes,Movies,No,Mobile,14.876642706089331,17.30797609522031,27,Comedy,1.4122778434136265,9,Female,18,Yes,Yes,9R9GV2VPYA,0,0-3-23391.0
Michael,Mcgrath,960,Trujillo Street,Stream,New Alexis,48508.0,VA,white,18,14.05924017130044,253.06632308340792,Standard,Mailed check,Yes,Movies,No,Mobile,4.63742229177418,82.0800357575345,7,Action,1.0416793704273228,0,Male,10,Yes,No,7KP9X2J62B,0,1-3-48508.0
Michael,Castillo,5965,Janet Islands,Ridge,New Billy,68274.0,MT,hispanic,15,11.625399861773468,174.380997926602,Standard,Bank transfer,Yes,Both,No,TV,18.228254341343728,55.5795346098548,7,Fantasy,2.6671948420970213,5,Female,8,Yes,No,ZY79N2LOX7,0,0-2-68274.0
Dr.,Lisa,970,Duffy Brook,Track,Owensburgh,94681.0,NH,white,11,11.61483071571882,127.76313787290702,Standard,Credit card,Yes,Both,No,TV,3.10694663796571,156.72684969978565,39,Drama,2.864043249058016,7,Male,10,No,Yes,RCVLG613HZ,0,1-3-94681.0
Melissa,Hoffman,5602,Williams Islands,Fork,Ashleyhaven,35534.0,UT,white,96,13.897386555356931,1334.1491093142656,Standard,Mailed check,Yes,TV Shows,No,Tablet,36.64108881900567,159.9789688366006,12,Action,3.3964903449670985,5,Male,13,Yes,No,5CVPVG5L1T,0,1-3-35534.0
Mtro.,Yeni,753,Davis Ville,Curve,Lake Crystal,36303.0,LA,white,67,17.17295349323875,1150.5878840469964,Basic,Credit card,Yes,Movies,Yes,Mobile,14.406610952768691,133.37188865747189,16,Comedy,3.119654709370874,7,Female,19,Yes,No,V5F39I5VBS,0,0-3-36303.0
Howard,Jones,6140,Alyssa Underpass,Ports,Donnamouth,66721.0,MP,white,113,12.312168261315277,1391.275013528626,Basic,Credit card,No,Both,Yes,Computer,19.62009505273525,25.75352258995289,37,Action,4.953531420089368,5,Male,23,Yes,No,BGC8373JY6,0,1-3-66721.0
Debra,Rollins,3508,King Point,Ferry,Snowfort,43522.0,GA,white,69,16.135737912544357,1113.3659159655606,Premium,Credit card,No,TV Shows,Yes,TV,15.218664722723924,156.43145307910544,17,Fantasy,4.9524402479485685,4,Female,5,Yes,No,HR891N6ALN,0,0-3-43522.0
Tyler,Riggs,7961,Molly Crossing,Common,West Briannafort,9139.0,KS,white,45,11.27773833575711,507.49822510907,Standard,Electronic check,No,TV Shows,Yes,TV,9.235307598868548,104.58737118160208,8,Drama,4.05842127032573,3,Female,5,No,No,4RGRTJI3QC,1,0-3-9139.0
Rachael,Hunt,4220,Mitchell Lodge,Tunnel,FPO AA 20952,,,white,18,14.603808443740483,262.8685519873287,Standard,Electronic check,Yes,Movies,Yes,Tablet,35.054210410365926,20.52392415369337,42,Fantasy,2.557790581614248,2,Female,18,No,No,1SKREAID96,0,0-3-nan
Natasha,Levan-Shanahan,13828,Stout Ville,Port,Hillfort,18603.0,LA,white,102,19.315308098421696,1970.161426039013,Premium,Electronic check,Yes,Movies,No,Computer,1.1714259842008568,92.74487726557064,14,Comedy,4.217869606418674,1,Female,6,Yes,Yes,W37DVOC4XQ,0,0-3-18603.0
Matthew,Richardson,884,Gonzalez Alley,Walks,Katherinestad,94811.0,LA,white,99,9.428834986704302,933.454663683726,Premium,Bank transfer,No,Movies,No,Tablet,26.16083475209285,130.9814895232694,29,Comedy,4.805670681786241,2,Female,16,Yes,Yes,JDQ4AD7VE8,0,0-3-94811.0
Ronnie,Lewis,6292,Freeman Estates,Alley,Davidport,41896.0,AZ,white,76,8.638846295454117,656.5523184545129,Premium,Electronic check,Yes,Both,Yes,Mobile,22.70408562811533,133.73828281433288,18,Sci-Fi,1.5870131079789846,1,Male,8,Yes,No,BCW52T9OB5,1,1-3-41896.0
Lic.,Benjamín,7163,Reed Stream,Plaza,East Gregorychester,36175.0,NE,white,32,12.782720885379536,409.0470683321452,Premium,Mailed check,No,TV Shows,No,Tablet,20.423924540424096,170.23010733467478,8,Comedy,1.4974037221257013,1,Male,15,Yes,No,US6NAIZJ6Z,0,1-3-36175.0
Stuart,Scott,44726,Chad Rest,Neck,New Jeffrey,69529.0,KY,white,110,15.920853789164909,1751.29391680814,Basic,Bank transfer,No,Movies,Yes,Tablet,24.63005497672935,39.64005763969039,18,Fantasy,3.348720602649948,9,Male,4,No,Yes,BGWODGRARH,1,1-3-69529.0
Dr.,Meghan,37160,Haney Plains,Court,Danamouth,16511.0,MI,white,16,7.414444146688079,118.63110634700926,Premium,Electronic check,No,Both,No,Mobile,4.622611240192204,111.23908370003215,44,Action,1.3958569935477367,5,Male,17,No,Yes,T37OL3H2G3,0,1-3-16511.0
Dana,Vazquez,15687,Bass Tunnel,Ranch,Port Kaylafurt,10516.0,KS,hispanic,84,10.597402588935989,890.181817470623,Standard,Credit card,No,Both,Yes,Tablet,37.3366497178239,54.25668177023098,13,Comedy,4.883439735431365,9,Male,12,Yes,No,4SV5ZHRBVS,0,1-2-10516.0
Timothy,Woods,443,Katie Summit,Junctions,Grimesfurt,84964.0,WA,white,97,7.166906429833992,695.1899236938972,Premium,Credit card,Yes,TV Shows,No,TV,34.464435811213285,120.6474294765014,49,Fantasy,3.900548632165739,7,Male,5,No,Yes,42Y2H5ZWYX,0,1-3-84964.0
Marilyn,Peck,430,Houston Square,Fork,Dayborough,32025.0,NH,white,109,19.31429452992024,2105.2581037613063,Premium,Credit card,No,Both,No,Computer,11.973598698365317,55.476089069551,48,Comedy,4.954954059978669,0,Female,3,No,Yes,H8UHHSU23K,0,0-3-32025.0
