FirstName,LastName,BuildingNumber,StreetName,StreetType,City,Postcode,State,Ethnicity,AccountAge,MonthlyCharges,TotalCharges,SubscriptionType,PaymentMethod,PaperlessBilling,ContentType,MultiDeviceAccess,DeviceRegistered,ViewingHoursPerWeek,AverageViewingDuration,ContentDownloadsPerMonth,GenrePreference,UserRating,SupportTicketsPerMonth,Gender,WatchlistSize,ParentalControl,SubtitlesEnabled,CustomerID,Churn,Cohort
Samuel,Oliver,5021,Shelton Causeway,Viaduct,Mackborough,72166.0,MO,white,15,8.861601967928625,132.92402951892936,Standard,Bank transfer,Yes,Both,No,Computer,37.18758818273562,85.91127821028132,20,Comedy,3.1706287799907105,6,Female,1,No,No,X2HGS4ADSL,0,0-3-72166.0
Victoria,Taylor,6903,Eric Ford,Expressway,Barrontown,71754.0,MO,white,92,18.30053627296964,1683.649337113207,Standard,Electronic check,Yes,Both,No,Tablet,34.35673759189495,30.53718499022544,20,Sci-Fi,4.859899028235337,3,Female,10,No,No,BS9SPB0STR,0,0-3-71754.0
Mr,Tom,46121,Gonzales Plains,Plain,Nancyfurt,65573.0,CO,asian,33,19.89624107093784,656.5759553409484,Standard,Bank transfer,No,Both,No,Mobile,38.76252674869933,101.37644890676196,42,Sci-Fi,1.1898565049181975,1,Female,23,Yes,No,YBORF9BXUU,0,0-0-65573.0
Joanna,Price,442,Joan Vista,Crescent,South Joyce,56105.0,IL,white,90,5.179915140529535,466.1923626476582,Premium,Credit card,Yes,Movies,Yes,TV,28.844302450569845,27.911276430390085,33,Comedy,1.5779723079347263,3,Female,11,No,No,RVYUS3NCYP,0,0-3-56105.0
Alana,Doolan,9501,Jessica Shores,Islands,Amandachester,87247.0,FM,white,113,11.54923287668323,1305.0633150652052,Basic,Mailed check,No,Movies,No,TV,11.333304888327916,141.485884299481,41,Sci-Fi,3.4050008398975606,4,Male,24,Yes,Yes,LA8VABTNIT,0,1-3-87247.0
Kyle,Hernandez,4423,Robert Way,Tunnel,Randallburgh,75427.0,WV,hispanic,42,15.214838010691157,639.0231964490285,Basic,Mailed check,Yes,TV Shows,Yes,TV,9.043273347815916,19.54118936350984,2,Fantasy,3.570778673924905,5,Female,17,No,Yes,LOYBH96CM6,0,0-2-75427.0
Douglas,Casey,794,Carter Hill,Forges,South Justinview,83938.0,NY,white,16,5.528530849775893,88.45649359641429,Premium,Mailed check,Yes,Movies,No,TV,23.86945890319704,90.41005253441418,29,Action,1.4042243337058604,6,Female,4,No,No,LOVLJINACK,0,0-3-83938.0
Carolyn,Wall,607,Flores River,Gateway,Bradmouth,81766.0,NH,white,83,6.046357665358862,501.8476862247856,Premium,Mailed check,Yes,Movies,Yes,Tablet,31.2489678740728,97.76230574646772,22,Action,3.655930334311669,0,Female,16,No,Yes,SDAZF71FRP,0,0-3-81766.0
Cameron,Adams,4497,James Mall,Mountain,Ravenfort,81804.0,WY,white,99,10.05865068639105,995.806417952714,Premium,Credit card,No,Both,Yes,Computer,18.88244444210565,78.21646236346876,5,Fantasy,2.823582565594068,4,Male,3,Yes,Yes,38YA7HWT98,0,1-3-81804.0
Dustin,Contreras,77933,Christian Valley,Bridge,Riveraberg,94236.0,CT,hispanic,86,5.269122255565624,453.14451397864366,Standard,Mailed check,No,Movies,No,Computer,33.341966274866074,79.47632970238654,10,Action,1.7913455757156385,7,Male,0,Yes,Yes,KB8W0S7IEL,0,1-2-94236.0
Lindsay,Rice,70435,Ashley Light,Walks,Johnfurt,9526.0,WV,white,66,13.751909490384248,907.6260263653604,Basic,Bank transfer,Yes,Movies,No,Mobile,20.39577293671369,102.4710880578844,42,Fantasy,2.430666670590388,6,Male,4,No,Yes,EB0W1QH7VZ,0,1-3-9526.0
Madison,Fuller,7510,Mcdowell Well,Stream,Smithton,16626.0,AS,white,91,15.788900096621234,1436.7899087925323,Premium,Mailed check,No,Both,Yes,Tablet,23.40089143200734,20.894746930352987,32,Sci-Fi,1.4189202636184133,5,Female,22,No,Yes,4M3AN2WHUB,0,0-3-16626.0
Dennis,Cooke-O'Brien,190,Martinez Union,Shore,APO AE 90593,,,white,3,12.52855708730054,37.58567126190162,Basic,Bank transfer,Yes,Both,No,Mobile,21.764986571708206,39.54470222944235,43,Comedy,1.16598720794707,4,Male,5,Yes,No,3FKIHCEC1N,0,1-3-nan
Shannon,Bowen,334,Nicholas Plaza,Harbor,East Danielside,46367.0,TX,white,73,6.415605913045589,468.339231652328,Standard,Credit card,No,TV Shows,Yes,Mobile,30.571106535272627,46.09157815517261,4,Action,1.5328659421432849,3,Male,3,No,Yes,24YRO6Y4M1,0,1-3-46367.0
Sabrina,Hines,607,Garcia Cliff,Harbor,Lake Christopher,86450.0,WY,white,25,13.174183755216776,329.35459388041943,Basic,Bank transfer,Yes,Both,No,TV,26.302065908047737,137.03438359025245,23,Fantasy,2.795999671419372,8,Male,11,No,No,7CP6QV01TA,0,1-3-86450.0
Mrs,Susan,63086,Danielle Ramp,Tunnel,Evanton,27330.0,IN,white,21,14.699658842920732,308.6928357013353,Premium,Mailed check,No,TV Shows,Yes,TV,32.061407660942386,125.71709382348988,8,Fantasy,4.541218835740056,3,Male,12,No,Yes,ZADPQH02P5,0,1-3-27330.0
Dustin,Lee,8190,Dougherty Club,Crossing,Port Heather,42997.0,KY,white,85,8.746866901046383,743.4836865889425,Premium,Bank transfer,No,Both,Yes,Tablet,33.02158154067414,69.73993537026217,28,Action,4.27371607876322,7,Male,11,Yes,Yes,X4PBM0UW7T,0,1-3-42997.0
Shannon,Pacheco,284,Mccall Isle,Gardens,FPO AE 92725,,,hispanic,95,14.565580428102344,1383.730140669723,Premium,Credit card,Yes,Movies,No,Computer,22.859131961166085,69.25910938474478,35,Action,1.2626343868716945,6,Female,3,No,No,XBSJ1S1J82,0,0-2-nan
Ashley,Hammond,1739,Anthony Rest,Bypass,East Tony,38907.0,WI,white,43,16.605664069918078,714.0435550064774,Basic,Electronic check,No,Movies,Yes,Mobile,19.446083481157224,79.87885715421335,47,Drama,4.12346251424314,9,Female,19,No,No,PDD9MS7424,0,0-3-38907.0
Mr,Nigel,225,Martin Square,Hollow,Lake Karina,11629.0,ME,white,64,19.15448811979087,1225.8872396666156,Premium,Electronic check,Yes,Movies,Yes,Tablet,5.172751964024302,17.9131808936634,33,Drama,4.700071952851642,2,Male,22,No,Yes,Y3V5G1HCTY,0,1-3-11629.0
Kristin,Reyes,21073,Christopher Groves,Lodge,FPO AA 51410,,,hispanic,56,11.836840085195002,662.86304477092,Basic,Electronic check,Yes,Movies,No,Computer,37.27588772268531,171.04882892333006,47,Comedy,3.2945278350283727,3,Male,2,No,Yes,A7QKQY12CF,0,1-2-nan
Andrew,Roberts,14339,Russell Fall,Pike,Jasonfurt,70518.0,AR,white,56,13.71419246438845,767.9947780057532,Basic,Electronic check,No,TV Shows,Yes,TV,29.521039800195968,110.6080066749855,5,Fantasy,4.023987829623495,4,Male,18,No,Yes,9LKB95VH5M,1,1-3-70518.0
Jack,Daugherty,37294,Mark Isle,Plaza,Stephenfort,58911.0,MN,white,73,12.922290163218516,943.3271819149516,Basic,Mailed check,No,Both,Yes,Mobile,20.11807198512132,107.7092861732422,6,Comedy,2.512149654945304,8,Female,4,Yes,No,GU5D53XJHQ,0,0-3-58911.0
Shane,Torres,297,Ramsey Creek,Run,FPO AP 72846,,,hispanic,60,12.922224215435456,775.3334529261274,Basic,Mailed check,No,Both,No,Mobile,36.98691636949768,140.22299711738745,43,Sci-Fi,1.3453125330057971,5,Female,23,Yes,Yes,AG7OKAN4R3,0,0-2-nan
Bernard,Reed-Johnson,96,Lydia Manor,Creek,North Carolynburgh,48385.0,NH,black,24,13.12446863672426,314.9872472813823,Basic,Bank transfer,Yes,TV Shows,No,Computer,23.98894498213051,94.232700636765,15,Comedy,3.3353954733699487,9,Male,5,Yes,No,DXC1XETVG9,1,1-1-48385.0
Phillip,Flores,42172,Lindsay Ridges,Fork,North Susan,85662.0,MI,hispanic,4,6.200939611786518,24.80375844714608,Standard,Bank transfer,Yes,TV Shows,No,Tablet,28.889294710343577,112.018084433269,7,Drama,4.5460452179345,6,Male,4,Yes,No,02PQG9M4DV,0,1-2-85662.0
David,Brooks,8363,Victoria Mill,Isle,Chavezshire,25508.0,AL,white,102,6.276407107442525,640.1935249591376,Basic,Electronic check,No,Both,Yes,Mobile,19.384119602443235,136.90209667132063,44,Comedy,2.928827178538803,2,Female,2,No,No,E9RYAJI24O,0,0-3-25508.0
Dott.,Pompeo,39003,Tyler Lake,Pike,Schmidtland,83061.0,CT,white,63,12.853364392293752,809.7619567145064,Premium,Bank transfer,No,Movies,No,TV,32.420769555093784,158.12971310611107,47,Fantasy,4.197842756402646,0,Male,20,No,Yes,UM8TKFT0X8,0,1-3-83061.0
Elizabeth,Hill-Hughes,5565,Chan Forks,Brook,DPO AE 91974,,,white,97,18.059820213299247,1751.802560690027,Standard,Mailed check,Yes,TV Shows,Yes,TV,32.36929910448215,95.73352263204244,24,Sci-Fi,2.566573911290733,6,Female,20,No,Yes,RQ77XE6TAJ,0,0-3-nan
Melissa,Marsh,349,Thomas Burgs,Skyway,Calderonmouth,56125.0,VT,white,39,13.120783934069529,511.71057342871154,Basic,Credit card,No,Movies,No,Computer,9.068971243745008,22.43197969757056,38,Sci-Fi,3.3519232131312786,6,Female,7,No,No,27YYEXWESQ,1,0-3-56125.0
William,Wise,5275,Chelsea Views,Roads,APO AA 37272,,,white,86,18.209541769152484,1566.0205921471136,Basic,Bank transfer,Yes,Movies,No,Tablet,16.129298457160203,127.51473911249326,9,Action,3.7116162359754,3,Male,5,No,No,DTJIHG1Y6G,0,1-3-nan
Ronald,Boyd,48912,Katie Pass,Park,Crystalchester,62409.0,TN,white,56,14.395553039476464,806.1509702106819,Basic,Bank transfer,Yes,TV Shows,No,Tablet,23.418356385849307,96.747318091409,39,Drama,2.062329651000677,6,Female,16,Yes,Yes,UL8B2TR3BY,0,0-3-62409.0
Daniel,Jones,3972,Waters Estate,Union,New Williamburgh,55055.0,NV,white,35,9.223081130433346,322.8078395651671,Basic,Bank transfer,No,Both,No,Tablet,14.707227438589628,26.31991161645698,36,Drama,2.274313330277036,4,Male,20,No,No,ARPFDA7LUG,0,1-3-55055.0
Chaifah,Methavorakul,6890,Megan Hills,Pike,Dannyton,2193.0,MT,white,25,19.64532762157184,491.1331905392959,Standard,Electronic check,No,Both,No,TV,8.76295951879059,102.2261418915296,25,Action,2.423114428311991,8,Female,10,No,No,DXHTOH8HF5,0,0-3-2193.0
Deborah,Weber,676,Coleman Walks,Field,Nathanview,23779.0,VI,white,98,9.4495652584229,926.057395325444,Basic,Mailed check,No,Both,Yes,Computer,19.58423180137877,158.84311794607538,41,Sci-Fi,2.5266583222350847,3,Female,19,Yes,No,05KWZ9W6W6,0,0-3-23779.0
